SL NO,NEWSPAPER NAME,LANGUAGE,PERIODICITY,PUBLICATION CITY,2017-2018,2018-2019,2019-2020
2990.0,THE SAMAJ,ODIA,DAILY(M),CUTTACK,"27,855,937","25,723,504","9,825,555"
2991.0,THE SAMAJA,ODIA,WEEKLY,CUTTACK,0,"15,845","8,255"
2992.0,VIKAS BARTA,ODIA,MONTHLY,CUTTACK,0,"8,051",0
2993.0,VIKAS BARTA,ODIA,FORTNIGHTLY,CUTTACK,0,"7,789",0
2994.0,WORLD WATCH,ENGLISH,MONTHLY,CUTTACK,0,"8,572","8,579"
2995.0,DHARITRI,ODIA,DAILY(M),DHENKANAL,"248,243","501,945","323,910"
2996.0,PRASANT,ODIA,DAILY(M),DHENKANAL,"125,600","239,409","28,125"
2997.0,ODIYARA SANMANA,ODIA,DAILY(E),JAGATSINGHPUR,0,"214,175","113,718"
2998.0,THE SURYASTA,ODIA,MONTHLY,JAJPUR,0,"13,039","6,791"
2999.0,AAROOP,ODIA,DAILY(M),JHARSUGUDA,"279,149","530,658","83,311"
3000.0,JANATAR BANDHU,ODIA,WEEKLY,JHARSUGUDA,0,"7,789",0
3001.0,JANAMATA PARIKRAMA,ODIA,DAILY(M),JURUDI,0,"164,850","6,143"
3002.0,SWADHIKAR,ODIA,DAILY(M),KENDRAPADA,0,"838,744","119,185"
3003.0,ODISHA EXPRESS,ODIA,DAILY(M),KENDRAPARA,"438,204","533,856","321,361"
3004.0,SUSASHAN,ODIA,WEEKLY,KENDRAPARA,0,"7,789",0
3005.0,TULASI KHETRA,ODIA,WEEKLY,KENDRAPARA,0,"9,343","4,865"
3006.0,THE SAKALA,ODIA,DAILY(E),KEONJHAR,"7,946","4,816",0
3007.0,ORIYA GALPARA NABAJATAKKATHA,ODIA,MONTHLY,KHORDHA/BHUBANESWAR,0,"27,778","19,883"
3008.0,SATARKA,ODIA,WEEKLY,KHURDA,0,0,"6,467"
3009.0,NANDINI,ODIA,DAILY(M),PARADEEP,0,"219,153","40,547"
3010.0,MUKTA MANDAP,ODIA,DAILY(M),PURI,0,"18,189","6,143"
3011.0,TEERTH KHETRA,ODIA,DAILY(E),PURI,"9,670","771,397","173,495"
3012.0,UTKAL NAKHYATRA,ODIA,FORTNIGHTLY,PURI,0,0,"4,865"
3013.0,UTKAL-SAMAJ,ODIA,DAILY(M),PURI,"353,281","1,209,602","268,076"
3014.0,LOKAKATHA,ODIA,DAILY(M),RAJGANGPUR,"287,367","364,561","12,166"
3016.0,AAROOP,ODIA,WEEKLY,ROURKELA,0,"7,789",0
3017.0,BHARAT DARSHAN,ODIA,DAILY(M),ROURKELA,"207,344","311,456","29,412"
3018.0,DINDAYAL MAIL,ODIA,WEEKLY,ROURKELA,0,"7,789","6,467"
3019.0,ESWAR,ODIA,DAILY(E),ROURKELA,0,0,"6,143"
3020.0,KABI,ODIA,MONTHLY,ROURKELA,0,"16,474","8,579"
3021.0,KALINGA BHARATI,HINDI,DAILY(E),ROURKELA,0,0,"86,541"
3022.0,N F TIMES,ENGLISH,DAILY(M),ROURKELA,0,0,"9,082"
3023.0,ORISSA KI AWAJ,HINDI,MONTHLY,ROURKELA,0,"8,302","6,514"
3024.0,PASCHIMANCHALA,ODIA,WEEKLY,ROURKELA,0,"12,418",0
3025.0,SAJAGA,ODIA,WEEKLY,ROURKELA,0,"15,578","8,120"
3026.0,SHRAMIKA MALIKA,ODIA,WEEKLY,ROURKELA,0,"9,981",0
3027.0,THE KALINGA SAMACHAR,HINDI,DAILY(M),ROURKELA,"365,359","853,689","329,229"
3028.0,THE SUDHAR,ODIA,DAILY(M),ROURKELA,"16,923","133,992","7,796"
3029.0,THE UTKAL SAMACHAR,ODIA,DAILY(M),ROURKELA,"220,687","1,192,346","539,240"
3030.0,UTKAL DARSAN,HINDI,DAILY(M),ROURKELA,"420,811","422,343","53,487"
3031.0,UTKAL MAIL,ODIA,DAILY(E),ROURKELA,"117,430","461,681","163,351"
3032.0,UTKAL MAIL,HINDI,DAILY(M),ROURKELA,"27,922",0,0
3033.0,AGNISHIKHA,ODIA,DAILY(E),SAMBALPUR,"192,573","106,422","9,413"
3034.0,BHARAT DARSAN,ODIA,DAILY(M),SAMBALPUR,"173,769","1,021,628","111,867"
3035.0,DHARITRI,ODIA,DAILY(M),SAMBALPUR,"3,091,159","1,068,658","620,257"
3036.0,HIRANCHAL,ODIA,DAILY(M),SAMBALPUR,"152,049","645,526","154,369"
3037.0,THE NEW INDIAN EXPRESS,ENGLISH,DAILY(M),SAMBALPUR,"139,173","359,053","243,092"
3038.0,DINAKARAN,TAMIL,DAILY(M),PUDUCHERRY,"5,818,020","3,674,218","1,092,729"
3039.0,DINAMALAR,TAMIL,DAILY(M),PUDUCHERRY,"3,591,070","1,969,731","1,132,533"
3040.0,MALAI MALAR,TAMIL,DAILY(E),PUDUCHERRY,"662,960","468,690","15,426"
3041.0,NAMATHU MURASU,TAMIL,DAILY(E),PUDUCHERRY,0,"320,508","146,587"
3042.0,TAMIZH MURASU,TAMIL,DAILY(E),PUDUCHERRY,"69,684","31,818","21,628"
3043.0,THANTHI,TAMIL,DAILY(M),PUDUCHERRY,"1,394,959","1,890,986","1,077,575"
3044.0,DAINIK JAGRAN,HINDI,DAILY(M),AMRITSAR,"2,860,259","2,393,087","1,529,980"
3045.0,DALER KHALSA,PUNJABI,WEEKLY,AMRITSAR,0,"9,343","8,299"
3046.0,AJIT,PUNJABI,DAILY(M),BATHINDA,0,"1,678,219","1,152,935"
3047.0,AJIT SAMACHAR,HINDI,DAILY(M),BATHINDA,0,"486,270","99,829"
3048.0,DAINIK BHASKAR,HINDI,DAILY(M),BHATINDA,"574,944","574,373","291,276"
3049.0,PILOT,HINDI,DAILY(M),BHATINDA,"247,706","125,673",0
3050.0,PUNJABI TRIBUNE,PUNJABI,DAILY(M),BHATINDA,"952,065","665,545","180,953"
3051.0,THE TRIBUNE,ENGLISH,DAILY(M),BHATINDA,"934,904","807,581","324,502"
3052.0,KAPOORPATRIKA,PUNJABI,WEEKLY,FARIDKOT,0,"7,786",0
3053.0,MALWA NEWS,PUNJABI,MONTHLY,FARIDKOT,0,"6,132",0
3054.0,MALWASANDESH,PUNJABI,WEEKLY,FARIDKOT,0,"6,739",0
3055.0,VIKAS SANDESH,PUNJABI,FORTNIGHTLY,FARIDKOT,0,"5,616",0
3056.0,KALAM DI JUBANI,PUNJABI,DAILY(M),FATEHGARH SAHIB,"413,540","1,054,077","316,339"
3057.0,SARHAD KESRI,HINDI,DAILY(M),FEROZPUR,"1,417,577","1,408,537","535,227"
3058.0,AJ-DI-AWAZ,PUNJABI,DAILY(M),JALANDHAR,"1,620,231","8,318,223","2,518,555"
3059.0,AJIT,PUNJABI,DAILY(M),JALANDHAR,"36,580,725","14,842,667","5,616,071"
3060.0,AJIT SAMACHAR,HINDI,DAILY(M),JALANDHAR,"245,097","366,371","109,057"
3061.0,AKALI PATRIKA,PUNJABI,DAILY(M),JALANDHAR,"426,152","425,729",0
3062.0,AMAR UJALA,HINDI,DAILY(M),JALANDHAR,"533,082","216,319","83,965"
3063.0,BABA BUDHHA SAHIB SANDESH,PUNJABI,MONTHLY,JALANDHAR,0,"6,755",0
3064.0,DAINIK BHASKAR,HINDI,DAILY(M),JALANDHAR,"1,167,852","1,236,713","568,696"
3065.0,DAINIK JAGRAN,HINDI,DAILY(M),JALANDHAR,"716,805","702,270","363,482"
3066.0,DAINIK SAVERA TIMES,HINDI,DAILY(M),JALANDHAR,"26,982,437","23,003,164","9,026,093"
3067.0,ENCOUNTER,HINDI,DAILY(M),JALANDHAR,"157,130",0,0
3068.0,HINDI MILAP,HINDI,DAILY(M),JALANDHAR,"115,550","381,527","294,083"
3069.0,HINDUSTAN TIMES,ENGLISH,DAILY(M),JALANDHAR,"1,277,281","1,768,573","983,266"
3070.0,JAG BANI,PUNJABI,DAILY(M),JALANDHAR,"6,526,731","3,893,169","1,950,250"
3071.0,JAN JAGRAN,PUNJABI,DAILY(M),JALANDHAR,"651,728","498,715","46,742"
3072.0,METRO ENCOUNTER,HINDI,DAILY(E),JALANDHAR,"196,575",0,0
3073.0,NAWAN ZAMANA,PUNJABI,DAILY(M),JALANDHAR,"35,485","87,453","19,011"
3074.0,PUNJAB KESARI,HINDI,DAILY(M),JALANDHAR,"14,723,064","8,223,971","4,958,671"
3075.0,PUNJAB TIMES,PUNJABI,DAILY(M),JALANDHAR,0,"434,357","173,018"
3076.0,PUNJABI JAGRAN,PUNJABI,DAILY(M),JALANDHAR,"3,060,057","1,192,918","100,348"
3077.0,PUNJABI TRIBUNE,PUNJABI,DAILY(M),JALANDHAR,"139,394","244,525","78,275"
3078.0,THE TRIBUNE,ENGLISH,DAILY(M),JALANDHAR,"2,657,565","2,539,702","1,392,093"
3079.0,UTTAM HINDU,HINDI,DAILY(M),JALANDHAR,"5,613,075","5,876,109","3,383,271"
3080.0,VIR PRATAP,HINDI,DAILY(M),JALANDHAR,"22,336",0,0
3082.0,DAINIK JAGRAN,HINDI,DAILY(M),LUDHIANA,"1,689,131","1,501,541","868,018"
3083.0,JAG BANI (JALANDHAR),PUNJABI,DAILY(M),LUDHIANA,"11,007,630","4,107,410",0
3084.0,JANCH CHAUKOT,PUNJABI,WEEKLY,LUDHIANA,0,"6,496","6,467"
3085.0,JUSTICE NEWS,PUNJABI,WEEKLY,LUDHIANA,0,"10,348","6,467"
3086.0,KALAM DI JUBANÌ,PUNJABI,DAILY(M),LUDHIANA,"345,599","271,823","67,438"
3087.0,LOK RAI,PUNJABI,WEEKLY,LUDHIANA,"14,345","12,418","13,077"
3088.0,PEHREDAR,PUNJABI,DAILY(M),LUDHIANA,"581,103","1,386,730","464,856"
3089.0,PUNJAB KESARI (JALANDHAR),HINDI,DAILY(M),LUDHIANA,"8,635,604","3,738,657",0
3090.0,SAMRALA TIMES,PUNJABI,WEEKLY,LUDHIANA,0,"12,418","6,467"
3091.0,SURAJ,PUNJABI,DAILY(M),LUDHIANA,"1,835,427","2,976,217","1,619,087"
3092.0,TAJA MASALE,PUNJABI,WEEKLY,LUDHIANA,0,"12,418","6,467"
3093.0,DES PARDES,PUNJABI,DAILY(M),MANSA,0,"63,772","21,157"
3094.0,THE HINDU,ENGLISH,DAILY(M),MOHALI,"513,140","350,264","50,253"
3095.0,TRANSPORT TIMES,PUNJABI,WEEKLY,MOHALI,0,0,"6,467"
3096.0,RUPANA SAMACHAR,PUNJABI,DAILY(M),MUKTSAR,"254,383","457,250","398,742"
3097.0,EVENING EXPRESS,HINDI,DAILY(E),PATHANKOT,"1,282","34,869","9,182"
3098.0,ASHIANA,PUNJABI,DAILY(M),PATIALA,"649,953","530,047","125,431"
3099.0,BHARAT DESH HAMARA,HINDI,DAILY(M),PATIALA,"1,023,434","746,949","42,574"
3100.0,CHARDIKALA,PUNJABI,MONTHLY,PATIALA,"171,885","228,061","111,092"
3101.0,CHARHDIKALA,PUNJABI,DAILY(M),PATIALA,"6,390,913","5,193,656","2,889,474"
3102.0,DHARALEDAR,PUNJABI,DAILY(M),PATIALA,"1,176,086","829,297","110,977"
3103.0,GAIRAT,PUNJABI,WEEKLY,PATIALA,0,"60,814","13,077"
3104.0,GARJADI SAWER,PUNJABI,DAILY(M),PATIALA,"539,372","1,242,546","412,164"
3105.0,GARJDI SAWER,PUNJABI,FORTNIGHTLY,PATIALA,"79,113","66,161","9,737"
3106.0,GIAN WAN,PUNJABI,DAILY(M),PATIALA,"462,266","440,282","29,601"
3107.0,KHETI DUNIYAN,PUNJABI,WEEKLY,PATIALA,"101,307","89,751","17,584"
3108.0,NIRPAKH CHARCHA,PUNJABI,DAILY(M),PATIALA,"337,167","578,327","159,565"
3109.0,PUNJAB INTERNATIONAL,PUNJABI,MONTHLY,PATIALA,0,"9,497",0
3110.0,QAUMI PUNJAB,PUNJABI,MONTHLY,PATIALA,0,"16,474","8,579"
3111.0,RANJIT,PUNJABI,DAILY(M),PATIALA,0,"100,430","6,143"
3112.0,SOCH DI SHAKTI,PUNJABI,MONTHLY,PATIALA,"13,355","84,162",0
3113.0,SUKHRAJ,PUNJABI,WEEKLY,PATIALA,"89,842","121,325","42,750"
3114.0,AZAD SOCH,PUNJABI,DAILY(M),SANGRUR,"1,593,450","2,540,214","830,485"
3115.0,RANVEER RAJASTHAN,HINDI,DAILY(M),ABUROAD,0,"699,058","410,383"
3116.0,ADHUNIK AJMER,HINDI,DAILY(M),AJMER,0,0,"104,375"
3117.0,ADHUNIK RAJASTHAN,HINDI,DAILY(M),AJMER,"14,688","30,716",0
3118.0,ADHUNIK VATAVARAN,HINDI,FORTNIGHTLY,AJMER,0,"6,496","6,467"
3119.0,AJAYMERU TIMES,HINDI,FORTNIGHTLY,AJMER,0,"10,531","3,507"
3120.0,AJMER DOOT,HINDI,WEEKLY,AJMER,0,"7,786","4,865"
3121.0,AJMER JAGRAN,HINDI,WEEKLY,AJMER,0,"10,348",0
3122.0,AJMER KI MASHAL,HINDI,FORTNIGHTLY,AJMER,0,"7,786","4,865"
3123.0,AJMER TODAY,HINDI,FORTNIGHTLY,AJMER,0,"25,089","7,091"
3124.0,ALFAZ TODAY,HINDI,FORTNIGHTLY,AJMER,0,"15,571",0
3125.0,AWAZ RAJASTHAN KI,HINDI,WEEKLY,AJMER,0,"7,786","4,865"
3126.0,AZAD,HINDI,WEEKLY,AJMER,0,"10,348","8,120"
3127.0,AZAD NYAYA,HINDI,FORTNIGHTLY,AJMER,0,"10,348",0
3128.0,BEROZGAAR MITRA,HINDI,FORTNIGHTLY,AJMER,0,0,"3,507"
3129.0,BHABHAK,HINDI,FORTNIGHTLY,AJMER,0,"7,786",0
3130.0,BHARAT BHOOMI,SINDHI,DAILY(E),AJMER,"109,599","795,288","292,035"
3131.0,BHARAT DESH MAHAN,SINDHI,WEEKLY,AJMER,0,"10,348","8,120"
3132.0,DAINIK BHASKAR,HINDI,DAILY(M),AJMER,"1,597,207","1,121,379","729,624"
3133.0,DAINIK NAVJYOTI,HINDI,DAILY(M),AJMER,"16,602,011","9,307,852","3,134,580"
3134.0,DARBAR,HINDI,WEEKLY,AJMER,0,"7,786","4,865"
3135.0,DICTATOR,HINDI,FORTNIGHTLY,AJMER,0,"5,616","3,507"
3136.0,DIRECTOR,HINDI,FORTNIGHTLY,AJMER,0,"5,616",0
3137.0,DIWAN MOHAN,HINDI,FORTNIGHTLY,AJMER,0,"8,776","4,865"
3138.0,HINDU,SINDHI,DAILY(M),AJMER,"1,278,386","1,323,051","299,984"
3139.0,HUKMANAMA SAMACHAR,HINDI,DAILY(M),AJMER,"7,946","20,783","4,541"
3140.0,JASWANT JEET JYOTI,HINDI,FORTNIGHTLY,AJMER,0,"7,786",0
3141.0,JAYANTI JANTA,HINDI,FORTNIGHTLY,AJMER,0,"5,616",0
3142.0,KESHAVDHARA,HINDI,FORTNIGHTLY,AJMER,0,"2,808","4,865"
3143.0,KHAWAJA KI NAGARI,HINDI,FORTNIGHTLY,AJMER,0,"7,786",0
3144.0,KISAN DHAM,HINDI,FORTNIGHTLY,AJMER,0,"7,786",0
3145.0,LABANA JAGARATI SANDESH,HINDI,FORTNIGHTLY,AJMER,0,"6,496","3,507"
3146.0,LAL ANGARA,HINDI,FORTNIGHTLY,AJMER,0,"5,616",0
3148.0,LOK MAIL SAMACHAR,HINDI,FORTNIGHTLY,AJMER,0,"7,786","4,865"
3149.0,MARU PRAHAR,HINDI,DAILY(M),AJMER,"1,091,467","300,178","72,951"
3150.0,MORNING NEWS,HINDI,DAILY(M),AJMER,"798,784","71,591","195,183"
3151.0,NAYA INDIA,HINDI,DAILY(M),AJMER,0,"15,871",0
3152.0,NAYA YUG PURUSH,HINDI,FORTNIGHTLY,AJMER,0,"7,786","4,865"
3153.0,PAYAM-A-RAJASTHAN,HINDI,FORTNIGHTLY,AJMER,"5,190","2,808",0
3154.0,PRABHAT ABHINANDAN,HINDI,DAILY(M),AJMER,"61,968","41,890","4,541"
3155.0,RAJ KA RAJ,HINDI,FORTNIGHTLY,AJMER,0,"5,616","4,865"
3156.0,RAJASTHAN CHETNA,HINDI,FORTNIGHTLY,AJMER,0,"7,786","4,865"
3157.0,RAJASTHAN PATRIKA,HINDI,DAILY(M),AJMER,"2,463,434","2,353,098","1,221,253"
3158.0,RAJYADESH,SINDHI,DAILY(M),AJMER,"382,599","507,036","54,263"
3159.0,RASHTRADOOT,HINDI,DAILY(M),AJMER,"194,712","2,743,345","1,011,416"
3160.0,RIMZIM,HINDI,WEEKLY,AJMER,0,"7,786","4,865"
3161.0,ROSHAN  BHARAT,HINDI,FORTNIGHTLY,AJMER,0,"6,739","3,922"
3162.0,SAMACHAR SAMARAT,HINDI,FORTNIGHTLY,AJMER,0,0,"6,467"
3163.0,SAMRAT PRITHVIRAJ,HINDI,WEEKLY,AJMER,0,"7,786",0
3164.0,SANT KANWAR RAM,SINDHI,WEEKLY,AJMER,0,"6,496","6,467"
3165.0,SANT SADHU VASVANI,SINDHI,WEEKLY,AJMER,0,"7,789",0
3166.0,SHAHID HEM KULHNI,HINDI,FORTNIGHTLY,AJMER,0,"5,616",0
3167.0,TOOFANI TAKKAR,HINDI,FORTNIGHTLY,AJMER,0,"5,616",0
3168.0,ARUN PRABHA,HINDI,DAILY(M),ALWAR,"518,148","435,856","176,217"
3169.0,BADTA RAJASTHAN,HINDI,DAILY(M),ALWAR,"344,326","119,934","8,993"
3170.0,DAINIK BHASKAR,HINDI,DAILY(M),ALWAR,"1,201,067","882,975","482,255"
3171.0,JAIPUR BUREAU,HINDI,DAILY(M),ALWAR,"64,532","69,507","13,623"
3172.0,JAIPUR MAHANAGAR TIMES,HINDI,DAILY(M),ALWAR,"748,984","1,599,699","540,584"
3173.0,PRABHAT ABHINANDAN,HINDI,DAILY(M),ALWAR,"88,735","63,519","4,541"
3174.0,RAJASTHAN PATRIKA,HINDI,DAILY(M),ALWAR,"2,517,733","1,262,754","536,751"
3175.0,RAJASTHAN TIMES,HINDI,DAILY(M),ALWAR,"48,477","44,116","6,143"
3176.0,SANDHYA JYOTI DARPAN,HINDI,DAILY(E),ALWAR,"1,541,312","1,766,577","835,016"
3177.0,MARU MANCH,HINDI,DAILY(M),BALOTRA (BARMER),"33,191",0,"3,183"
3178.0,ANDAR KI KHABAR,HINDI,WEEKLY,BANSWARA,0,"10,348","6,467"
3179.0,DAINIK BHASKAR,HINDI,DAILY(M),BANSWARA,"61,196","506,715","240,469"
3180.0,JAI KANTHAL,HINDI,DAILY(M),BANSWARA,"662,398","1,709,815","748,709"
3181.0,RAJASTHAN PATRIKA,HINDI,DAILY(M),BANSWARA,"962,559","851,590","252,353"
3182.0,DISHA DHWAJ,HINDI,DAILY(M),BARAN,"10,836","86,892","27,418"
3183.0,KOTA TIGER,HINDI,WEEKLY,BARAN,0,"5,616","3,507"
3184.0,VINAY PATRIKA,HINDI,DAILY(M),BARAN,"351,926","303,662","521,899"
3185.0,BARMER EXPRESS,HINDI,WEEKLY,BARMER,0,"6,496","4,865"
3186.0,BARMER LIVE,HINDI,FORTNIGHTLY,BARMER,0,"9,343",0
3187.0,DAINIK BHASKAR,HINDI,DAILY(M),BARMER,"262,387","716,368","348,732"
3188.0,HAFTE KI BAAT,HINDI,WEEKLY,BARMER,0,"10,348","4,865"
3189.0,HIRDAY DESH,HINDI,WEEKLY,BARMER,0,"10,348","6,467"
3190.0,JANATA SAHKAR,HINDI,DAILY(M),BARMER,0,"148,647","6,377"
3191.0,MARU LEHAR,HINDI,DAILY(M),BARMER,"16,028","308,853","24,285"
3192.0,MARWAD DOOT,HINDI,DAILY(M),BARMER,"256,438","143,045","7,649"
3193.0,OPEN STAGE,HINDI,DAILY(M),BARMER,0,"50,277","7,713"
3194.0,ADHIKAR,HINDI,DAILY(M),BHARATPUR,"481,798","248,691","6,143"
3195.0,ARUN PRABHA,HINDI,DAILY(M),BHARATPUR,"153,248","125,621","91,330"
3196.0,AWAZ,HINDI,WEEKLY,BHARATPUR,0,"5,616",0
3197.0,BARODA DIGDARSHAN,HINDI,FORTNIGHTLY,BHARATPUR,0,"7,786","4,865"
3198.0,BHARATPUR AGAZ,HINDI,FORTNIGHTLY,BHARATPUR,0,"21,601","9,837"
3199.0,DAINIK BHASKAR,HINDI,DAILY(M),BHARATPUR,"400,830","819,489","444,824"
3200.0,DEVRAY PATRIKA,HINDI,DAILY(M),BHARATPUR,"193,879","160,023","21,139"
3201.0,KRISHAK JEEVAN,HINDI,FORTNIGHTLY,BHARATPUR,0,"7,786","4,865"
3202.0,KRISHAK MAIL,HINDI,FORTNIGHTLY,BHARATPUR,0,"31,141","9,837"
3203.0,KRISHI SAMRAT,HINDI,FORTNIGHTLY,BHARATPUR,0,"5,616","4,865"
3204.0,LOHAGARH PATRIKA,HINDI,WEEKLY,BHARATPUR,0,"7,786","4,865"
3205.0,MASHHOOR,HINDI,FORTNIGHTLY,BHARATPUR,0,"31,141","9,837"
3206.0,PUBLIC INSAAF DIARY,HINDI,DAILY(E),BHARATPUR,"44,330","42,535","4,541"
3207.0,PUBLIC INSAF DIARY,HINDI,WEEKLY,BHARATPUR,0,"37,438","9,837"
3208.0,RAJASTHANI GUJRATI SANDESH,HINDI,FORTNIGHTLY,BHARATPUR,0,"7,786","4,865"
3209.0,SANDHYA JYOTI DARPAN,HINDI,DAILY(E),BHARATPUR,"2,062,658","3,691,247","1,556,753"
3210.0,SUJAAN GANGA DAILY POST,HINDI,FORTNIGHTLY,BHARATPUR,0,"7,786","4,865"
3211.0,TIMES OF KEWALADEV,HINDI,FORTNIGHTLY,BHARATPUR,0,"3,893","4,865"
3212.0,VIJAYGARH SANDESH,HINDI,FORTNIGHTLY,BHARATPUR,0,"7,786","4,865"
3214.0,BHILWARA EXPRESS,HINDI,FORTNIGHTLY,BHILWARA,0,"2,808","3,507"
3215.0,BHILWARA LOKPEEDA,HINDI,FORTNIGHTLY,BHILWARA,0,"5,616","3,507"
3216.0,DAINIK BHASKAR,HINDI,DAILY(M),BHILWARA,"797,345","518,426","158,318"
3217.0,JHANJHAWAT,HINDI,WEEKLY,BHILWARA,0,"2,808","3,507"
3218.0,KHANIJ DOOT,HINDI,MONTHLY,BHILWARA,0,"9,132","4,756"
3219.0,LOK JEEVAN,HINDI,DAILY(M),BHILWARA,"91,988","6,143","2,169"
3220.0,MENAL,HINDI,WEEKLY,BHILWARA,0,"3,893","3,507"
3221.0,MEWAR KRANTI KAAL,HINDI,FORTNIGHTLY,BHILWARA,0,"2,808",0
3222.0,NAYA INDIA,HINDI,DAILY(M),BHILWARA,0,"7,189",0
3223.0,PRATAP BHOOMI,HINDI,WEEKLY,BHILWARA,0,"7,786","4,865"
3224.0,RAJASTHAN PATRIKA,HINDI,DAILY(M),BHILWARA,"2,365,967","1,431,853","562,844"
3225.0,TARUN DESH,HINDI,DAILY(M),BHILWARA,"896,908","622,967","267,360"
3226.0,BIKANER AB TAK,HINDI,DAILY(M),BIKANER,0,0,"9,413"
3227.0,BIKANER EXPRESS,HINDI,WEEKLY,BIKANER,0,"5,616","3,507"
3228.0,CHOKSI,HINDI,FORTNIGHTLY,BIKANER,0,"5,616","3,507"
3229.0,DAINIK BHASKAR,HINDI,DAILY(M),BIKANER,"1,978,955","993,177","600,800"
3230.0,JUST RAJASTHAN,HINDI,DAILY(M),BIKANER,"111,834","17,496","52,487"
3231.0,KAMYAB KALAM,HINDI,DAILY(M),BIKANER,"2,201,722","6,354,601","1,807,368"
3232.0,KRANTI BIGUL,HINDI,WEEKLY,BIKANER,0,"7,786","4,865"
3233.0,KRISHI PRABHAT,HINDI,DAILY(M),BIKANER,0,"79,917","13,299"
3234.0,LOK UJALA,HINDI,FORTNIGHTLY,BIKANER,0,"5,616","3,507"
3235.0,LOKMAT,HINDI,DAILY(M),BIKANER,"480,350","1,655,621","612,268"
3236.0,NATIONAL RAJASTHAN,HINDI,DAILY(M),BIKANER,"762,526","56,250",0
3237.0,NAV SURYA,HINDI,DAILY(M),BIKANER,"57,777","39,917","23,344"
3238.0,RAJASTHAN PATRIKA,HINDI,DAILY(M),BIKANER,"1,631,209","1,076,708","674,119"
3239.0,RAJASTHAN PRADEEP,HINDI,DAILY(M),BIKANER,"876,489","1,824,033","692,781"
3240.0,RAJASTHANI CHIRAG,HINDI,DAILY(E),BIKANER,"1,536,347","1,000,968","338,548"
3241.0,RAJSUYA,HINDI,DAILY(M),BIKANER,"130,720","55,116","9,413"
3242.0,RASHTRADOOT,HINDI,DAILY(M),BIKANER,"1,156,153","971,998","379,487"
3243.0,THAR ADHIKAR,HINDI,DAILY(M),BIKANER,"221,229","53,951","4,541"
3244.0,TIMES OF RAJASTHAN,HINDI,WEEKLY,BIKANER,0,"5,616",0
3245.0,VINAY PATRIKA,HINDI,DAILY(M),BIKANER,"107,161","267,546","74,150"
3246.0,YUG PAKSHA,HINDI,DAILY(M),BIKANER,"245,130","777,833","476,974"
3247.0,ANGAD,HINDI,DAILY(E),BUNDI,0,"24,640","24,640"
3248.0,BUNDI TIGER,HINDI,FORTNIGHTLY,BUNDI,0,"5,616",0
3249.0,RAJ MARG,HINDI,DAILY(E),BUNDI,"58,251","653,789","13,566"
3250.0,DASHPUR DARSHAN,HINDI,DAILY(M),CHITTORGARH,"9,460",0,0
3251.0,DASHPUR EXPRESS,HINDI,DAILY(M),CHITTORGARH,"148,714","288,289",0
3252.0,JAN NAYAK,HINDI,DAILY(M),CHITTORGARH,"548,796","550,335","31,561"
3253.0,CHURU EXPRESS,HINDI,FORTNIGHTLY,CHURU,0,"7,786","4,865"
3254.0,JAIPUR TIMES,HINDI,DAILY(M),CHURU,0,"22,070","25,452"
3255.0,MAHKATA HINDUSTAN,HINDI,FORTNIGHTLY,CHURU,0,"7,786","4,865"
3256.0,MUSLIM AAWAZ,HINDI,FORTNIGHTLY,CHURU,0,"7,786","4,865"
3257.0,RASHTRADOOT,HINDI,DAILY(M),CHURU,"5,938,202","2,049,042","1,196,507"
3258.0,VINAY PATRIKA,HINDI,DAILY(M),CHURU,"135,562","228,843","125,816"
3259.0,BEAUROSANDES,HINDI,DAILY(M),DAUSA,"35,029","351,235","68,014"
3260.0,DAUSA GAZATTE,HINDI,DAILY(M),DAUSA,"41,039","7,189","6,143"
3261.0,DHAKAD SAMACHAR,HINDI,WEEKLY,DAUSA,0,"7,786","4,865"
3262.0,EVENING PLUS,HINDI,DAILY(E),DAUSA,"101,023",0,0
3263.0,FACE OF RAJASTHAN,HINDI,FORTNIGHTLY,DAUSA,0,"5,616","3,507"
3264.0,JAIPUR MAHANAGAR TIMES,HINDI,DAILY(M),DAUSA,"442,559","972,785","309,614"
3265.0,KRISHAK MAIL,HINDI,FORTNIGHTLY,DAUSA,0,"31,141","9,837"
3266.0,NAV SURYA,HINDI,DAILY EXCEPTSUNDAY,DAUSA,"22,682","72,281","23,560"
3267.0,AJAY BHARAT,HINDI,DAILY(M),DHOLPUR,"458,607","545,243","118,811"
3268.0,BHARTPUR AGAZ,HINDI,FORTNIGHTLY,DHOLPUR,0,"22,457","9,837"
3269.0,CHAMBLE KESARI,HINDI,WEEKLY,DHOLPUR,0,"7,786","4,865"
3270.0,DAINIK CHAMBAL SURKHEE,HINDI,DAILY(M),DHOLPUR,"453,483","445,715","95,948"
3271.0,DHOLPUR TEEKSHNA,HINDI,FORTNIGHTLY,DHOLPUR,"2,621","5,616","3,507"
3272.0,HINDUSTAN EXPRESS,HINDI,DAILY(M),DHOLPUR,"147,311","380,753","192,318"
3273.0,JAN PRAVACHAK,HINDI,WEEKLY,DHOLPUR,0,"10,348","6,467"
3274.0,MADHYA JANDARSHAN,HINDI,DAILY(E),DHOLPUR,"381,290","265,100","6,143"
